"X1","X2","bigram"
"rich","stone","rich stone"
"stone","creative","stone creative"
"creative","people","creative people"
"people","ideas","people ideas"
"ideas","means","ideas means"
"means","traditional","means traditional"
"traditional","companies","traditional companies"
"companies","bt","companies bt"
"bt","creative","bt creative"
"creative","industry","creative industry"
"industry","brought","industry brought"
"brought","billion","brought billion"
"billion","london","billion london"
"london","industry","london industry"
"industry","growing","industry growing"
"growing","partnership","growing partnership"
"partnership","artists","partnership artists"
"artists","technologists","artists technologists"
"technologists","understand","technologists understand"
"understand","creative","understand creative"
"creative","potential","creative potential"
"potential","technologies","potential technologies"
"technologies","broadband","technologies broadband"
"broadband","net","broadband net"
"net","stone","net stone"
"stone","putting","stone putting"
"putting","art","putting art"
"art","galleries","art galleries"
"galleries","museums","galleries museums"
"museums","online","museums online"
"online","seat","online seat"
"seat","house","seat house"
"house","technology","house technology"
"technology","role","technology role"
"role","solving","role solving"
"solving","broadband","solving broadband"
"broadband","penetration","broadband penetration"
"penetration","reaching","penetration reaching"
"reaching","uk","reaching uk"
"uk","businesses","uk businesses"
"businesses","stake","businesses stake"
"stake","technology","stake technology"
"technology","people","technology people"
"people","reasons","people reasons"
"reasons","creative","reasons creative"
"creative","drive","creative drive"
"drive","purely","drive purely"
"purely","altruistic","purely altruistic"
"altruistic","industries","altruistic industries"
"industries","borrowing","industries borrowing"
"borrowing","strategies","borrowing strategies"
"strategies","creative","strategies creative"
"creative","ideas","creative ideas"
"ideas","result","ideas result"
"result","business","result business"
"business","practices","business practices"
"practices","creative","practices creative"
"creative","industries","creative industries"
"industries","patent","industries patent"
"patent","ideas","patent ideas"
"ideas","tech","ideas tech"
"tech","companies","tech companies"
"companies","outsidein","companies outsidein"
"outsidein","thinking","outsidein thinking"
"thinking","creating","thinking creating"
"creating","future","creating future"
"future","cultural","future cultural"
"cultural","drive","cultural drive"
"drive","economy","drive economy"
"economy","stone","economy stone"
"stone","wifi","stone wifi"
"wifi","web","wifi web"
"web","reaches","web reaches"
"reaches","farmers","reaches farmers"
"farmers","peru","farmers peru"
"peru","network","peru network"
"network","community","network community"
"community","computer","community computer"
"computer","centres","computer centres"
"centres","linked","centres linked"
"linked","wireless","linked wireless"
"wireless","technology","wireless technology"
"technology","providing","technology providing"
"providing","helping","providing helping"
"helping","hand","helping hand"
"hand","poor","hand poor"
"poor","farmers","poor farmers"
"farmers","peru","farmers peru"
"peru","pilot","peru pilot"
"pilot","scheme","pilot scheme"
"scheme","huaral","scheme huaral"
"huaral","valley","huaral valley"
"valley","kilometres","valley kilometres"
"kilometres","north","kilometres north"
"north","capital","north capital"
"capital","lima","capital lima"
"lima","aims","lima aims"
"aims","offer","aims offer"
"offer","strong","offer strong"
"strong","community","strong community"
"community","uptodate","community uptodate"
"uptodate","information","uptodate information"
"information","agricultural","information agricultural"
"agricultural","market","agricultural market"
"market","prices","market prices"
"prices","trends","prices trends"
"trends","agricultural","trends agricultural"
"agricultural","information","agricultural information"
"information","project","information project"
"project","farmers","project farmers"
"farmers","chancayhuaral","farmers chancayhuaral"
"chancayhuaral","valley","chancayhuaral valley"
"valley","vital","valley vital"
"vital","links","vital links"
"links","local","links local"
"local","organisations","local organisations"
"organisations","charge","organisations charge"
"charge","water","charge water"
"water","irrigation","water irrigation"
"irrigation","enabling","irrigation enabling"
"enabling","coordinate","enabling coordinate"
"coordinate","actions","coordinate actions"
"actions","rural","actions rural"
"rural","inhabitants","rural inhabitants"
"inhabitants","students","inhabitants students"
"students","region","students region"
"region","benefit","region benefit"
"benefit","telecoms","benefit telecoms"
"telecoms","infrastructure","telecoms infrastructure"
"infrastructure","telecentres","infrastructure telecentres"
"telecentres","free","telecentres free"
"free","source","free source"
"source","software","source software"
"software","affordable","software affordable"
"affordable","computer","affordable computer"
"computer","equipment","computer equipment"
"equipment","network","equipment network"
"network","officially","network officially"
"officially","inaugurated","officially inaugurated"
"inaugurated","september","inaugurated september"
"september","nongovernment","september nongovernment"
"nongovernment","organisation","nongovernment organisation"
"organisation","cepes","organisation cepes"
"cepes","peruvian","cepes peruvian"
"peruvian","centre","peruvian centre"
"centre","social","centre social"
"social","studies","social studies"
"studies","led","studies led"
"led","project","led project"
"project","local","project local"
"local","institutions","local institutions"
"institutions","education","institutions education"
"education","agriculture","education agriculture"
"agriculture","ministries","agriculture ministries"
"ministries","european","ministries european"
"european","development","european development"
"development","organisations","development organisations"
"organisations","plan","organisations plan"
"plan","includes","plan includes"
"includes","training","includes training"
"training","computers","training computers"
"computers","internet","computers internet"
"internet","skills","internet skills"
"skills","operators","skills operators"
"operators","users","operators users"
"users","system","users system"
"system","carlos","system carlos"
"carlos","saldarriaga","carlos saldarriaga"
"saldarriaga","technical","saldarriaga technical"
"technical","coordinator","technical coordinator"
"coordinator","cepes","coordinator cepes"
"cepes","farmers","cepes farmers"
"farmers","taking","farmers taking"
"taking","extra","taking extra"
"extra","lessons","extra lessons"
"lessons","apply","lessons apply"
"apply","information","apply information"
"information","plots","information plots"
"plots","land","plots land"
"land","board","land board"
"board","irrigation","board irrigation"
"irrigation","users","irrigation users"
"users","runs","users runs"
"runs","computer","runs computer"
"computer","centres","computer centres"
"centres","aims","centres aims"
"aims","network","aims network"
"network","selfsustainable","network selfsustainable"
