"X1","X2","bigram","label"
"chancellor","stability","chancellor stability","politics"
"stability","key","stability key","politics"
"key","word","key word","politics"
"word","british","word british","politics"
"british","business","british business","politics"
"business","boring","business boring","politics"
"boring","stability","boring stability","politics"
"stability","dont","stability dont","politics"
"dont","increase","dont increase","politics"
"increase","public","increase public","politics"
"public","spending","public spending","politics"
"spending","dont","spending dont","politics"
"dont","add","dont add","politics"
"add","competitiveness","add competitiveness","politics"
"competitiveness","britain","competitiveness britain","politics"
"britain","skilling","britain skilling","politics"
"skilling","people","skilling people","politics"
"people","spend","people spend","politics"
"spend","excess","spend excess","politics"
"excess","balls","excess balls","politics"
"balls","refused","balls refused","politics"
"refused","brown","refused brown","politics"
"brown","remain","brown remain","politics"
"remain","chancellor","remain chancellor","politics"
"chancellor","election","chancellor election","politics"
"election","amid","election amid","politics"
"amid","speculation","amid speculation","politics"
"speculation","offered","speculation offered","politics"
"offered","job","offered job","politics"
"job","foreign","job foreign","politics"
"foreign","secretary","foreign secretary","politics"
"secretary","gordon","secretary gordon","politics"
"gordon","brown","gordon brown","politics"
"brown","successful","brown successful","politics"
"successful","labour","successful labour","politics"
"labour","government","labour government","politics"
"government","delivers","government delivers","politics"
"delivers","term","delivers term","politics"
"term","priorities","term priorities","politics"
"priorities","people","priorities people","politics"
"people","conservative","people conservative","politics"
"conservative","party","conservative party","politics"
"party","britain","party britain","politics"
"britain","backwards","britain backwards","politics"
"backwards","balls","backwards balls","politics"
"balls","told","balls told","politics"
"told","prime","told prime","politics"
"prime","minister","prime minister","politics"
"minister","tony","minister tony","politics"
"tony","blair","tony blair","politics"
"blair","date","blair date","politics"
"date","election","date election","politics"
"election","pundits","election pundits","politics"
"pundits","betting","pundits betting","politics"
"betting","errors","betting errors","politics"
"errors","doomed","errors doomed","politics"
"doomed","dome","doomed dome","politics"
"dome","sale","dome sale","politics"
"sale","initial","sale initial","politics"
"initial","attempt","initial attempt","politics"
"attempt","sell","attempt sell","politics"
"sell","millennium","sell millennium","politics"
"millennium","dome","millennium dome","politics"
"dome","failed","dome failed","politics"
"failed","due","failed due","politics"
"due","catalogue","due catalogue","politics"
"catalogue","errors","catalogue errors","politics"
"errors","report","errors report","politics"
"report","governments","report governments","politics"
"governments","finance","governments finance","politics"
"finance","watchdog","finance watchdog","politics"
"watchdog","report","watchdog report","politics"
"report","parties","report parties","politics"
"parties","involved","parties involved","politics"
"involved","decisionmaking","involved decisionmaking","politics"
"decisionmaking","attraction","decisionmaking attraction","politics"
"attraction","sale","attraction sale","politics"
"sale","millennium","sale millennium","politics"
"millennium","exhibition","millennium exhibition","politics"
"exhibition","national","exhibition national","politics"
"national","audit","national audit","politics"
"audit","office","audit office","politics"
"office","dome","office dome","politics"
"dome","cost","dome cost","politics"
"cost","taxpayers","cost taxpayers","politics"
"taxpayers","maintain","taxpayers maintain","politics"
"maintain","sell","maintain sell","politics"
"sell","closed","sell closed","politics"
"closed","finally","closed finally","politics"
"finally","deal","finally deal","politics"
"deal","sport","deal sport","politics"
"sport","entertainment","sport entertainment","politics"
"entertainment","venue","entertainment venue","politics"
"venue","struck","venue struck","politics"
"struck","returned","struck returned","politics"
"returned","public","returned public","politics"
"public","sector","public sector","politics"
"sector","wake","sector wake","politics"
"wake","deal","wake deal","politics"
"deal","regenerate","deal regenerate","politics"
"regenerate","site","regenerate site","politics"
"site","greenwich","site greenwich","politics"
"greenwich","london","greenwich london","politics"
"london","nao","london nao","politics"
"nao","report","nao report","politics"
"report","sale","report sale","politics"
"sale","avoided","sale avoided","politics"
"avoided","previous","avoided previous","politics"
"previous","attempt","previous attempt","politics"
"attempt","sell","attempt sell","politics"
"sell","dome","sell dome","politics"
"dome","deputy","dome deputy","politics"
"deputy","prime","deputy prime","politics"
"prime","minister","prime minister","politics"
"minister","john","minister john","politics"
"john","prescott","john prescott","politics"
"prescott","deal","prescott deal","politics"
"deal","secured","deal secured","politics"
"secured","delivery","secured delivery","politics"
"delivery","benefits","delivery benefits","politics"
"benefits","secured","benefits secured","politics"
"secured","deal","secured deal","politics"
"deal","continue","deal continue","politics"
"continue","substantial","continue substantial","politics"
"substantial","progress","substantial progress","politics"
"progress","millennium","progress millennium","politics"
"millennium","village","millennium village","politics"
